skin_r,skin_g,skin_b,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,skin_hex,hair_hex,eye_hex,fitzpatrick,undertone,depth,season
214,136,95,0,0,0,123,90,80,#d6885f,,#7b5a50,IV,warm,light_medium,Warm Autumn
230,173,133,0,0,0,136,105,97,#e6ad85,,#886961,II,warm,very_light,Clear Spring
246,188,173,0,0,0,115,107,110,#f6bcad,,#736b6e,I,neutral,very_light,Light Summer
222,161,111,0,0,0,112,103,86,#dea16f,,#706756,III,warm,light,Warm Autumn
163,120,106,0,0,0,94,77,81,#a3786a,,#5e4d51,IV,neutral,medium,Soft Summer
249,206,191,0,0,0,127,88,85,#f9cebf,,#7f5855,I,neutral,very_light,Light Spring
178,107,80,0,0,0,86,50,39,#b26b50,,#563227,V,warm,medium,Deep Autumn
134,80,49,0,0,0,66,48,39,#865031,,#423027,V,warm,medium_deep,Deep Autumn
203,129,99,0,0,0,106,69,54,#cb8163,,#6a4536,IV,warm,light_medium,Warm Autumn
159,111,95,0,0,0,99,75,74,#9f6f5f,,#634b4a,V,warm,medium,Deep Autumn
116,86,72,0,0,0,57,45,43,#745648,,#392d2b,VI,warm,medium_deep,Deep Autumn
159,92,63,0,0,0,90,59,47,#9f5c3f,,#5a3b2f,V,warm,medium,Deep Autumn
215,138,91,0,0,0,98,74,56,#d78a5b,,#624a38,IV,warm,light_medium,Warm Autumn
195,116,57,0,0,0,82,42,27,#c37439,,#522a1b,V,warm,light_medium,Deep Autumn
154,103,92,0,0,0,64,42,41,#9a675c,,#402a29,V,neutral,medium,Deep Winter
234,179,153,0,0,0,114,88,83,#eab399,,#725853,II,warm,very_light,Clear Spring
230,184,171,0,0,0,122,93,84,#e6b8ab,,#7a5d54,I,neutral,very_light,Light Summer
193,147,127,0,0,0,77,59,52,#c1937f,,#4d3b34,III,warm,light_medium,Clear Spring
159,139,127,0,0,0,83,74,73,#9f8b7f,,#534a49,II,neutral,light_medium,Light Spring
232,184,192,0,0,0,135,107,102,#e8b8c0,,#876b66,I,cool,very_light,Cool Summer
222,180,162,0,0,0,137,113,130,#deb4a2,,#897182,I,warm,very_light,Warm Spring
230,145,115,0,0,0,120,67,54,#e69173,,#784336,III,warm,light,Warm Autumn
218,178,138,0,0,0,132,128,109,#dab28a,,#84806d,II,warm,very_light,Clear Spring
249,190,156,0,0,0,126,114,92,#f9be9c,,#7e725c,II,warm,very_light,Clear Spring
210,154,128,0,0,0,118,82,70,#d29a80,,#765246,III,warm,light,Clear Spring
163,113,97,0,0,0,86,44,44,#a37161,,#562c2c,V,warm,medium,Deep Autumn
212,152,130,0,0,0,95,69,60,#d49882,,#5f453c,II,warm,light,Clear Spring
184,130,116,0,0,0,78,51,47,#b88274,,#4e332f,III,neutral,light_medium,Soft Summer
177,122,91,0,0,0,92,60,56,#b17a5b,,#5c3c38,IV,warm,light_medium,Deep Autumn
228,167,151,0,0,0,114,78,76,#e4a797,,#724e4c,II,neutral,light,Light Summer
220,163,116,0,0,0,110,78,56,#dca374,,#6e4e38,III,warm,light,Warm Autumn
213,155,134,0,0,0,112,87,86,#d59b86,,#705756,II,warm,light,Clear Spring
198,133,97,0,0,0,108,66,42,#c68561,,#6c422a,IV,warm,light_medium,Warm Autumn
145,115,92,0,0,0,67,75,67,#91735c,,#434b43,V,warm,medium,Deep Autumn
247,187,137,0,0,0,114,63,36,#f7bb89,,#723f24,II,warm,very_light,Clear Spring
185,126,120,0,0,0,103,75,78,#b97e78,,#674b4e,III,neutral,light_medium,Soft Summer
177,126,104,0,0,0,93,61,51,#b17e68,,#5d3d33,IV,warm,light_medium,Warm Autumn
219,173,158,0,0,0,115,90,93,#dbad9e,,#735a5d,I,neutral,light,Light Summer
227,181,155,0,0,0,130,97,83,#e3b59b,,#826153,II,warm,very_light,Clear Spring
252,218,189,0,0,0,139,121,91,#fcdabd,,#8b795b,I,warm,very_light,Warm Spring
207,190,200,0,0,0,92,120,143,#cfbec8,,#5c788f,I,cool,very_light,Light Summer
220,189,173,0,0,0,94,79,74,#dcbdad,,#5e4f4a,I,neutral,very_light,Light Spring
226,192,183,0,0,0,146,122,121,#e2c0b7,,#927a79,I,neutral,very_light,Light Summer
224,184,158,0,0,0,132,110,97,#e0b89e,,#846e61,I,warm,very_light,Warm Spring
218,189,171,0,0,0,129,138,131,#dabdab,,#818a83,I,warm,very_light,Light Spring
227,154,115,0,0,0,147,93,63,#e39a73,,#935d3f,III,warm,light,Warm Autumn
228,163,138,0,0,0,170,140,130,#e4a38a,,#aa8c82,II,warm,light,Clear Spring
114,58,53,56,47,46,37,43,42,#723a35,#382f2e,#252b2a,VI,neutral,deep,Deep Winter
184,136,113,0,0,0,95,49,36,#b88871,,#5f3124,III,warm,light_medium,Warm Autumn
112,58,28,0,0,0,74,47,36,#703a1c,,#4a2f24,VI,warm,deep,Deep Autumn
244,213,192,0,0,0,120,100,107,#f4d5c0,,#78646b,I,warm,very_light,Warm Spring
195,146,103,0,0,0,109,123,102,#c39267,,#6d7b66,IV,warm,light_medium,Warm Autumn
242,195,168,0,0,0,108,91,89,#f2c3a8,,#6c5b59,I,warm,very_light,Clear Spring
214,155,129,0,0,0,114,100,94,#d69b81,,#72645e,III,warm,light,Clear Spring
221,173,162,0,0,0,136,118,121,#ddada2,,#887679,I,neutral,light,Light Summer
194,153,146,0,0,0,93,63,55,#c29992,,#5d3f37,I,neutral,light,Light Summer
209,143,110,0,0,0,78,61,53,#d18f6e,,#4e3d35,III,warm,light,Warm Autumn
152,104,75,0,0,0,70,51,41,#98684b,,#463329,V,warm,medium,Deep Autumn
204,140,107,0,0,0,80,66,55,#cc8c6b,,#504237,IV,warm,light_medium,Warm Autumn
194,144,113,0,0,0,106,80,67,#c29071,,#6a5043,III,warm,light_medium,Warm Autumn
236,195,182,0,0,0,129,97,91,#ecc3b6,,#81615b,I,neutral,very_light,Light Summer
177,148,127,0,0,0,102,105,101,#b1947f,,#666965,II,warm,light_medium,Warm Spring
201,141,119,0,0,0,123,111,112,#c98d77,,#7b6f70,III,warm,light_medium,Warm Autumn
198,154,125,0,0,0,73,63,87,#c69a7d,,#493f57,III,warm,light,Clear Spring
236,193,176,0,0,0,123,92,83,#ecc1b0,,#7b5c53,I,neutral,very_light,Light Spring
221,164,120,0,0,0,102,85,70,#dda478,,#665546,III,warm,light,Clear Spring
160,120,105,0,0,0,73,65,57,#a07869,,#494139,IV,neutral,medium,Soft Autumn
234,175,149,0,0,0,105,78,71,#eaaf95,,#694e47,II,warm,very_light,Clear Spring
156,122,99,0,0,0,86,77,75,#9c7a63,,#564d4b,IV,warm,medium,Deep Autumn
243,195,162,0,0,0,130,96,75,#f3c3a2,,#82604b,II,warm,very_light,Clear Spring
229,181,165,0,0,0,133,122,105,#e5b5a5,,#857a69,I,neutral,very_light,Light Summer
213,178,168,0,0,0,123,100,101,#d5b2a8,,#7b6465,I,neutral,very_light,Light Summer
230,165,145,0,0,0,105,81,69,#e6a591,,#695145,II,warm,light,Clear Spring
175,127,112,0,0,0,115,87,81,#af7f70,,#735751,IV,neutral,light_medium,Soft Summer
220,192,187,0,0,0,139,125,121,#dcc0bb,,#8b7d79,I,neutral,very_light,Light Summer
206,167,147,0,0,0,75,59,58,#cea793,,#4b3b3a,II,warm,light,Warm Spring
212,176,154,0,0,0,105,88,96,#d4b09a,,#695860,I,warm,light,Warm Spring
204,192,195,0,0,0,106,122,137,#ccc0c3,,#6a7a89,I,cool,very_light,Light Summer
200,163,162,0,0,0,110,95,101,#c8a3a2,,#6e5f65,I,neutral,light,Light Summer
117,117,117,0,0,0,65,65,65,#757575,,#414141,VI,neutral,medium,Deep Autumn
210,161,150,0,0,0,113,105,104,#d2a196,,#716968,I,neutral,light,Light Summer
142,115,96,0,0,0,69,71,82,#8e7360,,#454752,V,warm,medium,Deep Autumn
143,112,89,0,0,0,66,47,31,#8f7059,,#422f1f,V,warm,medium,Deep Autumn
182,126,100,0,0,0,106,79,65,#b67e64,,#6a4f41,IV,warm,light_medium,Warm Autumn
127,87,61,0,0,0,79,65,53,#7f573d,,#4f4135,V,warm,medium_deep,Deep Autumn
218,169,146,0,0,0,146,113,102,#daa992,,#927166,II,warm,light,Clear Spring
142,95,59,0,0,0,70,52,42,#8e5f3b,,#46342a,V,warm,medium_deep,Deep Autumn
151,112,96,0,0,0,61,49,48,#977060,,#3d3130,V,warm,medium,Deep Autumn
231,186,178,0,0,0,116,114,109,#e7bab2,,#74726d,I,neutral,very_light,Light Summer
220,158,142,0,0,0,114,86,82,#dc9e8e,,#725652,II,neutral,light,Light Summer
210,161,131,0,0,0,83,75,67,#d2a183,,#534b43,II,warm,light,Clear Spring
183,125,96,0,0,0,106,81,70,#b77d60,,#6a5146,IV,warm,light_medium,Warm Autumn
191,139,104,0,0,0,88,61,44,#bf8b68,,#583d2c,IV,warm,light_medium,Warm Autumn
162,116,100,0,0,0,63,54,56,#a27464,,#3f3638,IV,warm,medium,Deep Autumn
218,174,160,0,0,0,141,111,103,#daaea0,,#8d6f67,I,neutral,light,Light Summer
206,156,142,0,0,0,116,84,74,#ce9c8e,,#74544a,II,neutral,light,Light Summer
244,193,170,0,0,0,116,110,86,#f4c1aa,,#746e56,I,warm,very_light,Clear Spring
227,151,125,0,0,0,145,112,100,#e3977d,,#917064,III,warm,light,Clear Spring
204,160,130,0,0,0,114,96,92,#cca082,,#72605c,II,warm,light,Clear Spring
227,161,146,0,0,0,120,110,105,#e3a192,,#786e69,II,neutral,light,Light Summer
241,202,183,0,0,0,116,80,76,#f1cab7,,#74504c,I,warm,very_light,Warm Spring
212,149,126,0,0,0,109,81,68,#d4957e,,#6d5144,III,warm,light,Clear Spring
223,164,146,0,0,0,105,84,81,#dfa492,,#695451,II,warm,light,Clear Spring
178,137,109,0,0,0,79,65,56,#b2896d,,#4f4138,IV,warm,light_medium,Warm Autumn
187,154,152,0,0,0,111,82,81,#bb9a98,,#6f5251,I,neutral,light,Light Summer
211,176,165,0,0,0,117,110,104,#d3b0a5,,#756e68,I,neutral,light,Light Summer
219,143,128,0,0,0,111,50,52,#db8f80,,#6f3234,III,neutral,light,Light Summer
193,145,106,0,0,0,112,78,61,#c1916a,,#704e3d,IV,warm,light_medium,Warm Autumn
199,161,147,0,0,0,85,70,71,#c7a193,,#554647,I,neutral,light,Light Spring
220,175,154,0,0,0,100,62,59,#dcaf9a,,#643e3b,I,warm,light,Warm Spring
215,172,135,0,0,0,127,96,86,#d7ac87,,#7f6056,II,warm,light,Clear Spring
195,132,111,0,0,0,99,81,78,#c3846f,,#63514e,IV,warm,light_medium,Warm Autumn
161,101,81,0,0,0,65,38,28,#a16551,,#41261c,V,warm,medium,Deep Autumn
231,161,120,0,0,0,117,78,66,#e7a178,,#754e42,III,warm,light,Warm Autumn
152,124,122,0,0,0,0,0,0,#987c7a,,,II,neutral,medium,Light Summer
196,148,121,0,0,0,123,80,57,#c49479,,#7b5039,III,warm,light,Clear Spring
214,179,172,0,0,0,110,89,96,#d6b3ac,,#6e5960,I,neutral,very_light,Light Summer
196,116,50,0,0,0,102,51,14,#c47432,,#66330e,V,warm,light_medium,Deep Autumn
191,155,159,0,0,0,86,72,98,#bf9b9f,,#564862,I,cool,light,Light Summer
201,154,137,0,0,0,103,87,85,#c99a89,,#675755,II,warm,light,Warm Spring
149,68,30,0,0,0,79,35,17,#95441e,,#4f2311,V,warm,medium_deep,Deep Autumn
228,187,172,0,0,0,171,137,131,#e4bbac,,#ab8983,I,neutral,very_light,Light Spring
232,195,181,0,0,0,154,128,115,#e8c3b5,,#9a8073,I,neutral,very_light,Light Spring
181,125,121,0,0,0,87,53,52,#b57d79,,#573534,III,neutral,light_medium,Light Summer
217,191,189,0,0,0,97,52,46,#d9bfbd,,#61342e,I,neutral,very_light,Light Summer
161,146,142,0,0,0,122,130,129,#a1928e,,#7a8281,I,neutral,light_medium,Light Summer
214,145,115,0,0,0,103,64,46,#d69173,,#67402e,III,warm,light,Warm Autumn
201,154,137,0,0,0,103,87,85,#c99a89,,#675755,II,warm,light,Warm Spring
238,195,179,0,0,0,128,107,110,#eec3b3,,#806b6e,I,neutral,very_light,Light Spring
154,98,71,0,0,0,78,46,34,#9a6247,,#4e2e22,V,warm,medium,Deep Autumn
115,77,70,0,0,0,63,54,53,#734d46,,#3f3635,VI,neutral,medium_deep,Deep Winter
167,112,87,0,0,0,76,48,56,#a77057,,#4c3038,V,warm,medium,Deep Autumn
228,164,132,0,0,0,147,112,105,#e4a484,,#937069,II,warm,light,Clear Spring
215,157,105,0,0,0,78,75,62,#d79d69,,#4e4b3e,III,warm,light,Warm Autumn
224,171,142,0,0,0,112,92,74,#e0ab8e,,#705c4a,II,warm,light,Clear Spring
147,94,69,0,0,0,70,61,55,#935e45,,#463d37,V,warm,medium,Deep Autumn
193,122,88,0,0,0,120,70,47,#c17a58,,#78462f,IV,warm,light_medium,Deep Autumn
170,121,89,0,0,0,97,76,64,#aa7959,,#614c40,IV,warm,light_medium,Deep Autumn
195,142,128,0,0,0,107,73,71,#c38e80,,#6b4947,II,neutral,light_medium,Light Summer
173,137,120,0,0,0,96,79,76,#ad8978,,#604f4c,III,warm,light_medium,Warm Autumn
165,119,105,0,0,0,92,80,76,#a57769,,#5c504c,IV,neutral,medium,Soft Summer
139,104,67,0,0,0,113,101,93,#8b6843,,#71655d,V,warm,medium,Deep Autumn
184,133,113,0,0,0,98,63,49,#b88571,,#623f31,III,warm,light_medium,Warm Autumn
150,70,27,0,0,0,79,46,33,#96461b,,#4f2e21,V,warm,medium_deep,Deep Autumn
183,150,133,0,0,0,149,126,116,#b79685,,#957e74,II,warm,light_medium,Warm Spring
108,64,47,0,0,0,56,41,36,#6c402f,,#382924,VI,warm,deep,Deep Autumn
208,148,92,0,0,0,131,96,85,#d0945c,,#836055,IV,warm,light,Warm Autumn
193,153,102,0,0,0,104,89,69,#c19966,,#685945,IV,warm,light,Warm Autumn
225,143,134,0,0,0,153,113,109,#e18f86,,#99716d,II,neutral,light,Light Summer
230,161,103,0,0,0,144,113,87,#e6a167,,#907157,III,warm,light,Warm Autumn
211,165,161,0,0,0,134,114,102,#d3a5a1,,#867266,I,neutral,light,Light Summer
212,167,131,0,0,0,100,97,86,#d4a783,,#646156,II,warm,light,Clear Spring
212,170,141,0,0,0,66,63,67,#d4aa8d,,#423f43,II,warm,light,Clear Spring
216,150,118,0,0,0,108,71,52,#d89676,,#6c4734,III,warm,light,Warm Autumn
202,161,142,0,0,0,82,70,62,#caa18e,,#52463e,II,warm,light,Warm Spring
164,122,92,0,0,0,58,42,32,#a47a5c,,#3a2a20,IV,warm,medium,Deep Autumn
233,191,198,0,0,0,120,116,140,#e9bfc6,,#78748c,I,cool,very_light,Cool Summer
242,174,169,0,0,0,104,75,71,#f2aea9,,#684b47,I,neutral,very_light,Light Summer
229,164,127,0,0,0,157,138,108,#e5a47f,,#9d8a6c,III,warm,light,Clear Spring
215,166,150,0,0,0,120,97,95,#d7a696,,#78615f,I,neutral,light,Light Summer
234,174,149,0,0,0,130,102,70,#eaae95,,#826646,II,warm,very_light,Clear Spring
212,168,139,0,0,0,140,106,84,#d4a88b,,#8c6a54,II,warm,light,Clear Spring
230,167,127,0,0,0,153,114,88,#e6a77f,,#997258,III,warm,light,Clear Spring
182,123,133,0,0,0,101,89,92,#b67b85,,#65595c,I,cool,light_medium,Cool Summer
199,152,140,0,0,0,75,49,41,#c7988c,,#4b3129,II,neutral,light,Light Summer
219,146,116,0,0,0,105,76,70,#db9274,,#694c46,III,warm,light,Warm Autumn
187,136,127,0,0,0,86,67,60,#bb887f,,#56433c,II,neutral,light_medium,Light Summer
217,159,145,0,0,0,114,72,71,#d99f91,,#724847,II,neutral,light,Light Summer
200,161,128,0,0,0,88,63,49,#c8a180,,#583f31,III,warm,light,Clear Spring
201,137,120,0,0,0,91,56,50,#c98978,,#5b3832,III,warm,light_medium,Warm Autumn
224,176,161,0,0,0,116,92,89,#e0b0a1,,#745c59,I,neutral,very_light,Light Summer
237,197,162,0,0,0,77,60,50,#edc5a2,,#4d3c32,II,warm,very_light,Clear Spring
164,145,149,0,0,0,47,52,63,#a49195,,#2f343f,I,cool,light_medium,Light Summer
236,169,147,0,0,0,123,77,65,#eca993,,#7b4d41,II,warm,very_light,Clear Spring
230,179,166,0,0,0,107,84,81,#e6b3a6,,#6b5451,I,neutral,very_light,Light Summer
236,182,153,0,0,0,124,86,66,#ecb699,,#7c5642,II,warm,very_light,Clear Spring
165,106,108,0,0,0,85,64,78,#a56a6c,,#55404e,V,cool,medium,Deep Winter
228,184,166,0,0,0,151,117,96,#e4b8a6,,#977560,I,warm,very_light,Warm Spring
232,175,138,0,0,0,94,71,42,#e8af8a,,#5e472a,II,warm,very_light,Clear Spring
187,127,59,0,0,0,98,85,59,#bb7f3b,,#62553b,IV,warm,light_medium,Deep Autumn
226,188,171,0,0,0,123,118,114,#e2bcab,,#7b7672,I,warm,very_light,Warm Spring
175,123,105,0,0,0,80,68,71,#af7b69,,#504447,IV,warm,light_medium,Warm Autumn
230,179,158,0,0,0,83,58,50,#e6b39e,,#533a32,I,warm,very_light,Clear Spring
198,127,94,0,0,0,96,59,42,#c67f5e,,#603b2a,IV,warm,light_medium,Warm Autumn
237,174,171,0,0,0,104,85,90,#edaeab,,#68555a,I,neutral,very_light,Light Summer
190,152,125,0,0,0,81,78,74,#be987d,,#514e4a,III,warm,light,Clear Spring
163,116,90,0,0,0,90,71,62,#a3745a,,#5a473e,V,warm,medium,Deep Autumn
183,138,128,0,0,0,94,53,48,#b78a80,,#5e3530,II,neutral,light_medium,Light Summer
242,207,194,0,0,0,133,104,97,#f2cfc2,,#856861,I,neutral,very_light,Light Spring
213,174,163,0,0,0,115,88,77,#d5aea3,,#73584d,I,neutral,light,Light Summer
237,186,175,0,0,0,113,85,83,#edbaaf,,#715553,I,neutral,very_light,Light Summer
228,205,196,0,0,0,132,134,137,#e4cdc4,,#848689,I,neutral,very_light,Light Spring
159,128,126,0,0,0,87,71,72,#9f807e,,#574748,II,neutral,light_medium,Light Summer
168,121,88,0,0,0,105,83,70,#a87958,,#695346,IV,warm,medium,Deep Autumn
190,152,125,0,0,0,81,78,74,#be987d,,#514e4a,III,warm,light,Clear Spring
144,102,83,0,0,0,96,75,66,#906653,,#604b42,V,warm,medium,Deep Autumn
214,160,154,0,0,0,108,108,127,#d6a09a,,#6c6c7f,I,neutral,light,Light Summer
230,189,180,0,0,0,103,100,109,#e6bdb4,,#67646d,I,neutral,very_light,Light Summer
225,161,123,0,0,0,88,65,40,#e1a17b,,#584128,III,warm,light,Clear Spring
201,176,152,0,0,0,109,89,90,#c9b098,,#6d595a,I,warm,light,Warm Spring
199,151,137,0,0,0,119,97,95,#c79789,,#77615f,II,neutral,light,Light Summer
218,167,145,0,0,0,107,80,89,#daa791,,#6b5059,II,warm,light,Clear Spring
172,122,121,0,0,0,98,71,69,#ac7a79,,#624745,III,neutral,light_medium,Light Summer
169,114,106,45,52,55,95,71,75,#a9726a,#2d3437,#5f474b,IV,neutral,medium,Deep Winter
178,178,178,0,0,0,103,103,103,#b2b2b2,,#676767,I,neutral,light,Light Spring
130,88,70,0,0,0,81,59,48,#825846,,#513b30,V,warm,medium_deep,Deep Autumn
233,182,169,0,0,0,115,102,102,#e9b6a9,,#736666,I,neutral,very_light,Light Summer
186,134,104,0,0,0,98,72,57,#ba8668,,#624839,IV,warm,light_medium,Warm Autumn
186,126,96,0,0,0,103,87,77,#ba7e60,,#67574d,IV,warm,light_medium,Warm Autumn
243,185,151,0,0,0,128,90,76,#f3b997,,#805a4c,II,warm,very_light,Clear Spring
222,170,137,0,0,0,121,108,98,#deaa89,,#796c62,II,warm,light,Clear Spring
182,128,69,0,0,0,63,49,24,#b68045,,#3f3118,IV,warm,light_medium,Deep Autumn
163,120,112,0,0,0,80,64,65,#a37870,,#504041,IV,neutral,medium,Soft Summer
161,129,126,0,0,0,92,75,77,#a1817e,,#5c4b4d,II,neutral,light_medium,Light Summer
195,140,111,0,0,0,109,77,69,#c38c6f,,#6d4d45,III,warm,light_medium,Warm Autumn
114,78,63,0,0,0,48,40,37,#724e3f,,#302825,VI,warm,medium_deep,Deep Autumn
210,136,97,0,0,0,109,62,48,#d28861,,#6d3e30,IV,warm,light_medium,Warm Autumn
126,78,57,0,0,0,77,58,50,#7e4e39,,#4d3a32,V,warm,medium_deep,Deep Autumn
207,150,127,0,0,0,96,62,56,#cf967f,,#603e38,III,warm,light,Clear Spring
163,99,63,0,0,0,60,39,28,#a3633f,,#3c271c,V,warm,medium,Deep Autumn
197,144,120,0,0,0,74,44,43,#c59078,,#4a2c2b,III,warm,light_medium,Warm Autumn
145,101,74,0,0,0,83,66,59,#91654a,,#53423b,V,warm,medium,Deep Autumn
172,129,98,0,0,0,78,59,43,#ac8162,,#4e3b2b,IV,warm,light_medium,Warm Autumn
238,185,149,0,0,0,109,81,59,#eeb995,,#6d513b,II,warm,very_light,Clear Spring
238,181,104,0,0,0,119,81,55,#eeb568,,#775137,III,warm,very_light,Warm Autumn
210,166,135,0,0,0,141,116,99,#d2a687,,#8d7463,II,warm,light,Clear Spring
206,143,112,0,0,0,129,106,103,#ce8f70,,#816a67,III,warm,light_medium,Warm Autumn
212,147,139,0,0,0,99,75,70,#d4938b,,#634b46,II,neutral,light,Light Summer
222,162,151,0,0,0,116,94,92,#dea297,,#745e5c,I,neutral,light,Light Summer
228,175,156,0,0,0,102,65,56,#e4af9c,,#664138,I,warm,very_light,Clear Spring
200,132,100,0,0,0,101,70,60,#c88464,,#65463c,IV,warm,light_medium,Warm Autumn
144,88,70,0,0,0,88,55,47,#905846,,#58372f,V,warm,medium_deep,Deep Autumn
224,173,160,0,0,0,116,104,97,#e0ada0,,#746861,I,neutral,light,Light Summer
224,130,93,0,0,0,100,85,73,#e0825d,,#645549,IV,warm,light_medium,Warm Autumn
220,150,137,0,0,0,81,65,54,#dc9689,,#514136,II,neutral,light,Light Summer
224,181,152,0,0,0,130,104,90,#e0b598,,#82685a,II,warm,very_light,Clear Spring
240,179,148,0,0,0,124,108,91,#f0b394,,#7c6c5b,II,warm,very_light,Clear Spring
222,171,144,0,0,0,93,66,57,#deab90,,#5d4239,II,warm,light,Clear Spring
226,175,142,0,0,0,96,55,44,#e2af8e,,#60372c,II,warm,very_light,Clear Spring
224,164,151,0,0,0,79,57,58,#e0a497,,#4f393a,I,neutral,light,Light Summer
209,154,129,0,0,0,99,64,56,#d19a81,,#634038,III,warm,light,Clear Spring
185,141,139,0,0,0,86,70,73,#b98d8b,,#564649,I,neutral,light_medium,Light Summer
244,227,246,0,0,0,150,120,132,#f4e3f6,,#967884,I,cool,very_light,Light Summer
208,147,143,0,0,0,121,94,102,#d0938f,,#795e66,I,neutral,light,Light Summer
199,188,146,0,0,0,97,79,61,#c7bc92,,#614f3d,II,warm,very_light,Clear Spring
233,183,173,0,0,0,126,106,101,#e9b7ad,,#7e6a65,I,neutral,very_light,Light Summer
191,130,101,0,0,0,117,90,77,#bf8265,,#755a4d,IV,warm,light_medium,Warm Autumn
192,195,183,0,0,0,86,96,127,#c0c3b7,,#56607f,I,neutral,very_light,Light Spring
167,106,73,0,0,0,82,60,63,#a76a49,,#523c3f,V,warm,medium,Deep Autumn
152,116,110,0,0,0,67,51,47,#98746e,,#43332f,IV,neutral,medium,Deep Winter
177,165,143,0,0,0,88,98,112,#b1a58f,,#586270,II,warm,light,Light Spring
105,78,60,0,0,0,49,37,34,#694e3c,,#312522,VI,warm,medium_deep,Deep Autumn
180,139,106,0,0,0,75,49,34,#b48b6a,,#4b3122,IV,warm,light_medium,Warm Autumn
218,172,141,0,0,0,121,82,60,#daac8d,,#79523c,II,warm,light,Clear Spring
198,125,95,0,0,0,98,65,55,#c67d5f,,#624137,IV,warm,light_medium,Warm Autumn
240,170,141,0,0,0,120,88,81,#f0aa8d,,#785851,II,warm,very_light,Clear Spring
183,137,126,0,0,0,62,47,44,#b7897e,,#3e2f2c,II,neutral,light_medium,Light Summer
173,117,85,0,0,0,81,55,43,#ad7555,,#51372b,V,warm,medium,Deep Autumn
95,46,37,82,69,57,60,35,26,#5f2e25,#524539,#3c231a,VI,neutral,deep,Deep Winter
153,94,81,0,0,0,62,33,35,#995e51,,#3e2123,V,neutral,medium,Deep Winter
218,174,153,10,141,166,128,101,98,#daae99,#0a8da6,#806562,I,warm,light,Warm Spring
242,165,127,0,0,0,125,93,74,#f2a57f,,#7d5d4a,III,warm,light,Clear Spring
159,110,61,0,0,0,95,63,31,#9f6e3d,,#5f3f1f,V,warm,medium,Deep Autumn
209,173,170,0,0,0,125,92,84,#d1adaa,,#7d5c54,I,neutral,light,Light Summer
218,160,121,0,0,0,80,71,64,#daa079,,#504740,III,warm,light,Clear Spring
69,30,21,0,0,0,55,27,23,#451e15,,#371b17,VI,warm,very_deep,Deep Autumn
226,182,160,0,0,0,116,84,78,#e2b6a0,,#74544e,I,warm,very_light,Warm Spring
249,206,206,0,0,0,135,113,120,#f9cece,,#877178,I,neutral,very_light,Light Summer
196,153,136,0,0,0,97,81,78,#c49988,,#61514e,II,warm,light,Warm Spring
219,187,160,0,0,0,131,114,104,#dbbba0,,#837268,I,warm,very_light,Warm Spring
217,176,171,0,0,0,75,57,53,#d9b0ab,,#4b3935,I,neutral,very_light,Light Summer
120,80,61,0,0,0,75,53,45,#78503d,,#4b352d,VI,warm,medium_deep,Deep Autumn
213,168,136,0,0,0,133,98,70,#d5a888,,#856246,II,warm,light,Clear Spring
220,147,134,0,0,0,120,77,80,#dc9386,,#784d50,II,neutral,light,Light Summer
153,111,100,0,0,0,85,77,65,#996f64,,#554d41,V,neutral,medium,Deep Winter
227,150,126,0,0,0,128,100,93,#e3967e,,#80645d,III,warm,light,Clear Spring
155,135,99,0,0,0,80,68,43,#9b8763,,#50442b,IV,warm,light_medium,Warm Autumn
103,79,64,0,0,0,60,49,44,#674f40,,#3c312c,VI,warm,medium_deep,Deep Autumn
171,134,122,0,0,0,126,98,93,#ab867a,,#7e625d,III,neutral,light_medium,Light Summer
193,138,130,0,0,0,89,66,71,#c18a82,,#594247,II,neutral,light_medium,Light Summer
165,101,82,0,0,0,85,57,49,#a56552,,#553931,V,warm,medium,Deep Autumn
160,110,89,0,0,0,95,70,64,#a06e59,,#5f4640,V,warm,medium,Deep Autumn
200,174,158,0,0,0,97,74,60,#c8ae9e,,#614a3c,I,warm,light,Light Spring
209,152,123,0,0,0,96,73,61,#d1987b,,#60493d,III,warm,light,Clear Spring
175,112,95,0,0,0,90,56,51,#af705f,,#5a3833,IV,warm,medium,Deep Autumn
188,149,115,0,0,0,103,92,79,#bc9573,,#675c4f,III,warm,light_medium,Warm Autumn
185,135,105,0,0,0,108,74,55,#b98769,,#6c4a37,IV,warm,light_medium,Warm Autumn
237,175,154,0,0,0,109,85,82,#edaf9a,,#6d5552,II,warm,very_light,Clear Spring
178,126,106,0,0,0,104,90,90,#b27e6a,,#685a5a,IV,warm,light_medium,Warm Autumn
246,168,143,0,0,0,148,102,103,#f6a88f,,#946667,II,warm,very_light,Clear Spring
240,177,151,0,0,0,105,91,76,#f0b197,,#695b4c,II,warm,very_light,Clear Spring
249,204,139,0,0,0,116,74,48,#f9cc8b,,#744a30,II,warm,very_light,Clear Spring
207,156,141,0,0,0,84,42,30,#cf9c8d,,#542a1e,II,neutral,light,Light Summer
149,90,72,0,0,0,62,46,44,#955a48,,#3e2e2c,V,warm,medium_deep,Deep Autumn
250,178,155,0,0,0,116,119,97,#fab29b,,#747761,II,warm,very_light,Clear Spring
219,198,166,0,0,0,102,130,117,#dbc6a6,,#668275,I,warm,very_light,Warm Spring
245,174,166,0,0,0,104,87,72,#f5aea6,,#685748,I,neutral,very_light,Light Summer
